date,open,high,low,close,volume,average,barCount
2021-08-16 07:50:00,1.179275,1.17942,1.17927,1.179375,-1,-1.0,-1
2021-08-16 08:00:00,1.179375,1.179385,1.17918,1.1792,-1,-1.0,-1
2021-08-16 08:10:00,1.1792,1.17922,1.179075,1.17911,-1,-1.0,-1
2021-08-16 08:20:00,1.17911,1.17916,1.17907,1.17907,-1,-1.0,-1
2021-08-16 08:30:00,1.17907,1.179095,1.178915,1.178935,-1,-1.0,-1
2021-08-16 08:40:00,1.178935,1.178955,1.178815,1.17885,-1,-1.0,-1
2021-08-16 08:50:00,1.17885,1.178915,1.17866,1.17867,-1,-1.0,-1
2021-08-16 09:00:00,1.17867,1.179145,1.17867,1.17885,-1,-1.0,-1
2021-08-16 09:10:00,1.17885,1.17894,1.17871,1.17888,-1,-1.0,-1
2021-08-16 09:20:00,1.17888,1.1793,1.17885,1.179205,-1,-1.0,-1
2021-08-16 09:30:00,1.179205,1.179265,1.17851,1.17851,-1,-1.0,-1
2021-08-16 09:40:00,1.17851,1.178775,1.17846,1.178595,-1,-1.0,-1
2021-08-16 09:50:00,1.178595,1.17867,1.178255,1.178545,-1,-1.0,-1
2021-08-16 10:00:00,1.178545,1.178945,1.17841,1.178945,-1,-1.0,-1
2021-08-16 10:10:00,1.178945,1.179285,1.17889,1.17908,-1,-1.0,-1
2021-08-16 10:20:00,1.17908,1.179255,1.178835,1.179065,-1,-1.0,-1
2021-08-16 10:30:00,1.179065,1.17919,1.1788,1.17881,-1,-1.0,-1
2021-08-16 10:40:00,1.17881,1.17885,1.17841,1.17842,-1,-1.0,-1
2021-08-16 10:50:00,1.17842,1.17847,1.177865,1.178095,-1,-1.0,-1
2021-08-16 11:00:00,1.178095,1.178655,1.178005,1.17862,-1,-1.0,-1
2021-08-16 11:10:00,1.17862,1.178645,1.178275,1.17829,-1,-1.0,-1
2021-08-16 11:20:00,1.17829,1.17868,1.178235,1.17861,-1,-1.0,-1
2021-08-16 11:30:00,1.17861,1.178995,1.178605,1.17899,-1,-1.0,-1
2021-08-16 11:40:00,1.17899,1.17909,1.178875,1.17905,-1,-1.0,-1
2021-08-16 11:50:00,1.17905,1.179055,1.178485,1.178725,-1,-1.0,-1
2021-08-16 12:00:00,1.178725,1.1788,1.17838,1.178385,-1,-1.0,-1
2021-08-16 12:10:00,1.178385,1.178395,1.178115,1.178155,-1,-1.0,-1
2021-08-16 12:20:00,1.178155,1.178465,1.178105,1.1783,-1,-1.0,-1
2021-08-16 12:30:00,1.1783,1.178315,1.177795,1.17806,-1,-1.0,-1
2021-08-16 12:40:00,1.17806,1.17826,1.177945,1.17824,-1,-1.0,-1
2021-08-16 12:50:00,1.17824,1.17848,1.178165,1.178195,-1,-1.0,-1
2021-08-16 13:00:00,1.178195,1.178415,1.17798,1.178285,-1,-1.0,-1
2021-08-16 13:10:00,1.178285,1.178435,1.17806,1.178195,-1,-1.0,-1
2021-08-16 13:20:00,1.178195,1.178505,1.178005,1.178255,-1,-1.0,-1
2021-08-16 13:30:00,1.178255,1.178645,1.17823,1.178445,-1,-1.0,-1
2021-08-16 13:40:00,1.178445,1.17854,1.17804,1.178105,-1,-1.0,-1
2021-08-16 13:50:00,1.178105,1.17816,1.177885,1.17816,-1,-1.0,-1
2021-08-16 14:00:00,1.17816,1.178305,1.177905,1.178045,-1,-1.0,-1
2021-08-16 14:10:00,1.178045,1.178065,1.17763,1.177645,-1,-1.0,-1
2021-08-16 14:20:00,1.177645,1.177705,1.177295,1.177425,-1,-1.0,-1
2021-08-16 14:30:00,1.177425,1.17757,1.177185,1.177495,-1,-1.0,-1
2021-08-16 14:40:00,1.177495,1.17754,1.17701,1.17728,-1,-1.0,-1
2021-08-16 14:50:00,1.17728,1.177305,1.17674,1.17681,-1,-1.0,-1
2021-08-16 15:00:00,1.17681,1.177225,1.176805,1.177095,-1,-1.0,-1
2021-08-16 15:10:00,1.177095,1.17728,1.17699,1.177145,-1,-1.0,-1
2021-08-16 15:20:00,1.177145,1.177295,1.17692,1.17711,-1,-1.0,-1
2021-08-16 15:30:00,1.17711,1.177655,1.17704,1.177405,-1,-1.0,-1
2021-08-16 15:40:00,1.177405,1.17771,1.1774,1.17763,-1,-1.0,-1
2021-08-16 15:50:00,1.17763,1.177805,1.177485,1.177745,-1,-1.0,-1
2021-08-16 16:00:00,1.177745,1.178275,1.177635,1.178255,-1,-1.0,-1
2021-08-16 16:10:00,1.178255,1.178725,1.178205,1.178425,-1,-1.0,-1
2021-08-16 16:20:00,1.178425,1.1785,1.178005,1.178025,-1,-1.0,-1
2021-08-16 16:30:00,1.178025,1.178325,1.177745,1.178195,-1,-1.0,-1
2021-08-16 16:40:00,1.178195,1.1782,1.17773,1.177955,-1,-1.0,-1
2021-08-16 16:50:00,1.177955,1.17806,1.177235,1.177475,-1,-1.0,-1
2021-08-16 17:00:00,1.177475,1.17786,1.17731,1.177755,-1,-1.0,-1
2021-08-16 17:10:00,1.177755,1.178325,1.17772,1.177885,-1,-1.0,-1
2021-08-16 17:20:00,1.177885,1.17821,1.177685,1.177915,-1,-1.0,-1
2021-08-16 17:30:00,1.177915,1.178455,1.177815,1.17841,-1,-1.0,-1
2021-08-16 17:40:00,1.17841,1.178765,1.17841,1.178565,-1,-1.0,-1
2021-08-16 17:50:00,1.178565,1.17906,1.17856,1.178765,-1,-1.0,-1
2021-08-16 18:00:00,1.178765,1.17894,1.17821,1.178345,-1,-1.0,-1
2021-08-16 18:10:00,1.178345,1.178625,1.178005,1.178355,-1,-1.0,-1
2021-08-16 18:20:00,1.178355,1.178555,1.177915,1.17798,-1,-1.0,-1
2021-08-16 18:30:00,1.17798,1.178175,1.177805,1.177945,-1,-1.0,-1
2021-08-16 18:40:00,1.177945,1.178155,1.177775,1.177785,-1,-1.0,-1
2021-08-16 18:50:00,1.177785,1.177815,1.177515,1.177525,-1,-1.0,-1
2021-08-16 19:00:00,1.177525,1.177625,1.17741,1.177605,-1,-1.0,-1
2021-08-16 19:10:00,1.177605,1.177725,1.17751,1.177665,-1,-1.0,-1
2021-08-16 19:20:00,1.177665,1.17773,1.177625,1.17772,-1,-1.0,-1
2021-08-16 19:30:00,1.17772,1.177885,1.177695,1.177745,-1,-1.0,-1
2021-08-16 19:40:00,1.177745,1.178065,1.177695,1.17806,-1,-1.0,-1
2021-08-16 19:50:00,1.17806,1.17806,1.177395,1.17753,-1,-1.0,-1
2021-08-16 20:00:00,1.17753,1.177575,1.177455,1.177505,-1,-1.0,-1
2021-08-16 20:10:00,1.177505,1.177725,1.177505,1.177605,-1,-1.0,-1
2021-08-16 20:20:00,1.177605,1.177625,1.177475,1.177605,-1,-1.0,-1
2021-08-16 20:30:00,1.177605,1.177695,1.177545,1.177655,-1,-1.0,-1
2021-08-16 20:40:00,1.177655,1.17767,1.177525,1.177545,-1,-1.0,-1
2021-08-16 20:50:00,1.177545,1.177755,1.177495,1.17772,-1,-1.0,-1
2021-08-16 21:00:00,1.17772,1.177815,1.177635,1.177655,-1,-1.0,-1
2021-08-16 21:10:00,1.177655,1.177755,1.177645,1.177745,-1,-1.0,-1
2021-08-16 21:20:00,1.177745,1.177755,1.17759,1.177645,-1,-1.0,-1
2021-08-16 21:30:00,1.177645,1.177795,1.177645,1.177715,-1,-1.0,-1
2021-08-16 21:40:00,1.177715,1.17772,1.17754,1.177635,-1,-1.0,-1
2021-08-16 21:50:00,1.177635,1.177815,1.177475,1.17753,-1,-1.0,-1
2021-08-16 22:00:00,1.17753,1.177745,1.17753,1.17773,-1,-1.0,-1
2021-08-16 22:10:00,1.17773,1.177755,1.177645,1.17767,-1,-1.0,-1
2021-08-16 22:20:00,1.17767,1.177715,1.17762,1.177715,-1,-1.0,-1
2021-08-16 22:30:00,1.177715,1.177825,1.177695,1.17771,-1,-1.0,-1
2021-08-16 22:40:00,1.17771,1.177895,1.17771,1.177805,-1,-1.0,-1
2021-08-16 22:50:00,1.177805,1.177965,1.177725,1.177815,-1,-1.0,-1
2021-08-16 23:00:00,1.177815,1.177875,1.177575,1.177575,-1,-1.0,-1
2021-08-16 23:10:00,1.177575,1.17776,1.177575,1.17772,-1,-1.0,-1
2021-08-16 23:20:00,1.17772,1.17772,1.17762,1.177665,-1,-1.0,-1
2021-08-16 23:30:00,1.177665,1.17768,1.17754,1.177575,-1,-1.0,-1
2021-08-16 23:40:00,1.177575,1.177695,1.177575,1.17758,-1,-1.0,-1
2021-08-16 23:50:00,1.17758,1.17771,1.17753,1.1777,-1,-1.0,-1
2021-08-17 00:15:00,1.177775,1.177775,1.17748,1.177555,-1,-1.0,-1
2021-08-17 00:20:00,1.177555,1.17767,1.177555,1.17765,-1,-1.0,-1
2021-08-17 00:30:00,1.17765,1.17768,1.17759,1.177605,-1,-1.0,-1
2021-08-17 00:40:00,1.177605,1.17778,1.1776,1.17774,-1,-1.0,-1
2021-08-17 00:50:00,1.17774,1.177775,1.177725,1.177755,-1,-1.0,-1
2021-08-17 01:00:00,1.177755,1.177865,1.17772,1.177805,-1,-1.0,-1
2021-08-17 01:10:00,1.177805,1.17781,1.17773,1.17777,-1,-1.0,-1
2021-08-17 01:20:00,1.17777,1.17778,1.177755,1.17777,-1,-1.0,-1
2021-08-17 01:30:00,1.17777,1.17777,1.17768,1.17768,-1,-1.0,-1
2021-08-17 01:40:00,1.17768,1.17784,1.17768,1.177835,-1,-1.0,-1
2021-08-17 01:50:00,1.177835,1.1779,1.17783,1.17789,-1,-1.0,-1
2021-08-17 02:00:00,1.17789,1.178045,1.177885,1.177985,-1,-1.0,-1
2021-08-17 02:10:00,1.177985,1.17799,1.17793,1.177935,-1,-1.0,-1
2021-08-17 02:20:00,1.177935,1.177935,1.17783,1.17788,-1,-1.0,-1
2021-08-17 02:30:00,1.17788,1.17788,1.17774,1.177745,-1,-1.0,-1
2021-08-17 02:40:00,1.177745,1.1779,1.17774,1.177835,-1,-1.0,-1
2021-08-17 02:50:00,1.177835,1.177925,1.17778,1.17778,-1,-1.0,-1
2021-08-17 03:00:00,1.17778,1.17778,1.177435,1.177575,-1,-1.0,-1
2021-08-17 03:10:00,1.177575,1.177635,1.177415,1.177635,-1,-1.0,-1
2021-08-17 03:20:00,1.177635,1.17765,1.177525,1.17763,-1,-1.0,-1
2021-08-17 03:30:00,1.17763,1.177645,1.177445,1.177525,-1,-1.0,-1
2021-08-17 03:40:00,1.177525,1.17759,1.177425,1.17743,-1,-1.0,-1
2021-08-17 03:50:00,1.17743,1.177445,1.17724,1.17739,-1,-1.0,-1
2021-08-17 04:00:00,1.17739,1.177535,1.17733,1.177525,-1,-1.0,-1
2021-08-17 04:10:00,1.177525,1.177635,1.17744,1.17763,-1,-1.0,-1
2021-08-17 04:20:00,1.17763,1.177695,1.177505,1.17753,-1,-1.0,-1
2021-08-17 04:30:00,1.17753,1.17753,1.17696,1.17734,-1,-1.0,-1
2021-08-17 04:40:00,1.17734,1.177345,1.17714,1.177285,-1,-1.0,-1
2021-08-17 04:50:00,1.177285,1.17743,1.17727,1.17738,-1,-1.0,-1
2021-08-17 05:00:00,1.17738,1.177475,1.177295,1.17737,-1,-1.0,-1
2021-08-17 05:10:00,1.17737,1.17737,1.17722,1.17723,-1,-1.0,-1
2021-08-17 05:20:00,1.17723,1.177395,1.177215,1.17739,-1,-1.0,-1
2021-08-17 05:30:00,1.17739,1.17748,1.17694,1.177395,-1,-1.0,-1
2021-08-17 05:40:00,1.177395,1.177395,1.177225,1.177335,-1,-1.0,-1
2021-08-17 05:50:00,1.177335,1.177335,1.177195,1.17724,-1,-1.0,-1
2021-08-17 06:00:00,1.17724,1.177245,1.17699,1.17699,-1,-1.0,-1
2021-08-17 06:10:00,1.17699,1.17702,1.176775,1.176965,-1,-1.0,-1
2021-08-17 06:20:00,1.176965,1.17701,1.17669,1.176795,-1,-1.0,-1
2021-08-17 06:30:00,1.176795,1.17701,1.176745,1.176985,-1,-1.0,-1
2021-08-17 06:40:00,1.176985,1.17703,1.176875,1.17693,-1,-1.0,-1
2021-08-17 06:50:00,1.17693,1.17694,1.1768,1.176835,-1,-1.0,-1
2021-08-17 07:00:00,1.176835,1.177005,1.17683,1.17698,-1,-1.0,-1
2021-08-17 07:10:00,1.17698,1.17703,1.176905,1.176925,-1,-1.0,-1
2021-08-17 07:20:00,1.176925,1.17701,1.17684,1.176925,-1,-1.0,-1
2021-08-17 07:30:00,1.176925,1.176925,1.17674,1.176785,-1,-1.0,-1
2021-08-17 07:40:00,1.176785,1.17699,1.176785,1.176985,-1,-1.0,-1
2021-08-17 07:50:00,1.176985,1.17699,1.17683,1.176845,-1,-1.0,-1
2021-08-17 08:00:00,1.176845,1.17703,1.176845,1.176935,-1,-1.0,-1
2021-08-17 08:10:00,1.176935,1.176965,1.176855,1.17694,-1,-1.0,-1
2021-08-17 08:20:00,1.17694,1.17716,1.176905,1.177105,-1,-1.0,-1
2021-08-17 08:30:00,1.177105,1.177335,1.177045,1.177325,-1,-1.0,-1
2021-08-17 08:40:00,1.177325,1.177335,1.17708,1.17719,-1,-1.0,-1
2021-08-17 08:50:00,1.17719,1.17724,1.176945,1.17702,-1,-1.0,-1
2021-08-17 09:00:00,1.17702,1.177095,1.176575,1.176725,-1,-1.0,-1
2021-08-17 09:10:00,1.176725,1.176725,1.1765,1.17662,-1,-1.0,-1
2021-08-17 09:20:00,1.17662,1.17681,1.176345,1.176425,-1,-1.0,-1
2021-08-17 09:30:00,1.176425,1.176695,1.17634,1.17639,-1,-1.0,-1
2021-08-17 09:40:00,1.17639,1.176745,1.176215,1.17664,-1,-1.0,-1
2021-08-17 09:50:00,1.17664,1.176745,1.176025,1.17614,-1,-1.0,-1
2021-08-17 10:00:00,1.17614,1.177045,1.17604,1.176905,-1,-1.0,-1
2021-08-17 10:10:00,1.176905,1.176905,1.17614,1.176725,-1,-1.0,-1
2021-08-17 10:20:00,1.176725,1.177245,1.176715,1.177145,-1,-1.0,-1
2021-08-17 10:30:00,1.177145,1.17727,1.176855,1.176855,-1,-1.0,-1
2021-08-17 10:40:00,1.176855,1.177475,1.176835,1.17704,-1,-1.0,-1
2021-08-17 10:50:00,1.17704,1.17733,1.176875,1.177225,-1,-1.0,-1
2021-08-17 11:00:00,1.177225,1.177735,1.177015,1.177685,-1,-1.0,-1
2021-08-17 11:10:00,1.177685,1.178285,1.177665,1.177865,-1,-1.0,-1
2021-08-17 11:20:00,1.177865,1.178475,1.17771,1.178375,-1,-1.0,-1
2021-08-17 11:30:00,1.178375,1.178375,1.17783,1.178015,-1,-1.0,-1
2021-08-17 11:40:00,1.178015,1.17806,1.17738,1.17754,-1,-1.0,-1
2021-08-17 11:50:00,1.17754,1.177785,1.177495,1.177735,-1,-1.0,-1
2021-08-17 12:00:00,1.177735,1.17776,1.17712,1.1773,-1,-1.0,-1
2021-08-17 12:10:00,1.1773,1.17736,1.176865,1.17696,-1,-1.0,-1
2021-08-17 12:20:00,1.17696,1.176965,1.176425,1.176785,-1,-1.0,-1
2021-08-17 12:30:00,1.176785,1.177505,1.176715,1.177495,-1,-1.0,-1
2021-08-17 12:40:00,1.177495,1.177695,1.177475,1.177625,-1,-1.0,-1
2021-08-17 12:50:00,1.177625,1.17763,1.177125,1.177155,-1,-1.0,-1
2021-08-17 13:00:00,1.177155,1.177545,1.177125,1.177235,-1,-1.0,-1
2021-08-17 13:10:00,1.177235,1.177345,1.176825,1.17683,-1,-1.0,-1
2021-08-17 13:20:00,1.17683,1.177075,1.176645,1.17666,-1,-1.0,-1
2021-08-17 13:30:00,1.17666,1.17688,1.176455,1.176735,-1,-1.0,-1
2021-08-17 13:40:00,1.176735,1.176925,1.176575,1.176925,-1,-1.0,-1
2021-08-17 13:50:00,1.176925,1.17712,1.17666,1.176665,-1,-1.0,-1
2021-08-17 14:00:00,1.176665,1.176725,1.176535,1.176605,-1,-1.0,-1
2021-08-17 14:10:00,1.176605,1.176885,1.176575,1.176745,-1,-1.0,-1
2021-08-17 14:20:00,1.176745,1.176955,1.176625,1.176905,-1,-1.0,-1
2021-08-17 14:30:00,1.176905,1.177235,1.176905,1.176925,-1,-1.0,-1
2021-08-17 14:40:00,1.176925,1.177185,1.176535,1.17657,-1,-1.0,-1
2021-08-17 14:50:00,1.17657,1.17665,1.176155,1.17626,-1,-1.0,-1
2021-08-17 15:00:00,1.17626,1.17661,1.176125,1.176595,-1,-1.0,-1
2021-08-17 15:10:00,1.176595,1.176835,1.17657,1.176615,-1,-1.0,-1
2021-08-17 15:20:00,1.176615,1.17684,1.17629,1.17635,-1,-1.0,-1
2021-08-17 15:30:00,1.17635,1.17705,1.174915,1.175755,-1,-1.0,-1
2021-08-17 15:40:00,1.175755,1.175955,1.174655,1.17468,-1,-1.0,-1
2021-08-17 15:50:00,1.17468,1.17473,1.174135,1.174385,-1,-1.0,-1
2021-08-17 16:00:00,1.174385,1.17447,1.173615,1.17368,-1,-1.0,-1
2021-08-17 16:10:00,1.17368,1.174045,1.173205,1.173735,-1,-1.0,-1
2021-08-17 16:20:00,1.173735,1.17387,1.17348,1.17358,-1,-1.0,-1
2021-08-17 16:30:00,1.17358,1.173855,1.173175,1.17362,-1,-1.0,-1
2021-08-17 16:40:00,1.17362,1.174025,1.173455,1.173695,-1,-1.0,-1
2021-08-17 16:50:00,1.173695,1.17391,1.17361,1.173785,-1,-1.0,-1
2021-08-17 17:00:00,1.173785,1.173875,1.173265,1.173285,-1,-1.0,-1
2021-08-17 17:10:00,1.173285,1.173315,1.172385,1.172655,-1,-1.0,-1
2021-08-17 17:20:00,1.172655,1.173005,1.172535,1.172545,-1,-1.0,-1
2021-08-17 17:30:00,1.172545,1.17262,1.171495,1.17159,-1,-1.0,-1
2021-08-17 17:40:00,1.17159,1.172245,1.171405,1.171995,-1,-1.0,-1
2021-08-17 17:50:00,1.171995,1.17213,1.171445,1.171725,-1,-1.0,-1
2021-08-17 18:00:00,1.171725,1.171835,1.17139,1.171505,-1,-1.0,-1
2021-08-17 18:10:00,1.171505,1.171555,1.17121,1.171345,-1,-1.0,-1
2021-08-17 18:20:00,1.171345,1.17178,1.171245,1.171565,-1,-1.0,-1
2021-08-17 18:30:00,1.171565,1.171655,1.17115,1.171295,-1,-1.0,-1
2021-08-17 18:40:00,1.171295,1.17141,1.171005,1.171285,-1,-1.0,-1
2021-08-17 18:50:00,1.171285,1.17141,1.17121,1.171315,-1,-1.0,-1
2021-08-17 19:00:00,1.171315,1.17168,1.17125,1.171555,-1,-1.0,-1
2021-08-17 19:10:00,1.171555,1.171845,1.171455,1.17154,-1,-1.0,-1
2021-08-17 19:20:00,1.17154,1.171705,1.171435,1.171545,-1,-1.0,-1
2021-08-17 19:30:00,1.171545,1.171675,1.17143,1.17145,-1,-1.0,-1
2021-08-17 19:40:00,1.17145,1.171495,1.171075,1.17131,-1,-1.0,-1
2021-08-17 19:50:00,1.17131,1.171315,1.17086,1.17087,-1,-1.0,-1
2021-08-17 20:00:00,1.17087,1.171415,1.17086,1.171355,-1,-1.0,-1
2021-08-17 20:10:00,1.171355,1.171645,1.17125,1.1713,-1,-1.0,-1
2021-08-17 20:20:00,1.1713,1.171755,1.1713,1.171655,-1,-1.0,-1
2021-08-17 20:30:00,1.171655,1.171845,1.171605,1.171605,-1,-1.0,-1
2021-08-17 20:40:00,1.171605,1.171675,1.171315,1.17141,-1,-1.0,-1
2021-08-17 20:50:00,1.17141,1.171815,1.171395,1.171805,-1,-1.0,-1
2021-08-17 21:00:00,1.171805,1.171975,1.17142,1.17142,-1,-1.0,-1
2021-08-17 21:10:00,1.17142,1.17188,1.17142,1.17165,-1,-1.0,-1
2021-08-17 21:20:00,1.17165,1.171655,1.171185,1.17124,-1,-1.0,-1
2021-08-17 21:30:00,1.17124,1.171305,1.171125,1.17126,-1,-1.0,-1
2021-08-17 21:40:00,1.17126,1.17131,1.17109,1.171205,-1,-1.0,-1
2021-08-17 21:50:00,1.171205,1.17126,1.17104,1.171105,-1,-1.0,-1
2021-08-17 22:00:00,1.171105,1.17119,1.17095,1.171155,-1,-1.0,-1
2021-08-17 22:10:00,1.171155,1.17126,1.171135,1.17121,-1,-1.0,-1
2021-08-17 22:20:00,1.17121,1.17121,1.171095,1.171185,-1,-1.0,-1
2021-08-17 22:30:00,1.171185,1.171185,1.170955,1.17104,-1,-1.0,-1
2021-08-17 22:40:00,1.17104,1.17109,1.170945,1.17104,-1,-1.0,-1
2021-08-17 22:50:00,1.17104,1.171375,1.17104,1.171175,-1,-1.0,-1
2021-08-17 23:00:00,1.171175,1.17133,1.171155,1.17118,-1,-1.0,-1
2021-08-17 23:10:00,1.17118,1.171255,1.17106,1.17107,-1,-1.0,-1
2021-08-17 23:20:00,1.17107,1.171195,1.170995,1.170995,-1,-1.0,-1
2021-08-17 23:30:00,1.170995,1.170995,1.17086,1.170865,-1,-1.0,-1
2021-08-17 23:40:00,1.170865,1.171015,1.170815,1.17097,-1,-1.0,-1
2021-08-17 23:50:00,1.17097,1.171005,1.170815,1.170945,-1,-1.0,-1
2021-08-18 00:15:00,1.17093,1.171015,1.170795,1.171015,-1,-1.0,-1
2021-08-18 00:20:00,1.171015,1.171115,1.17096,1.17106,-1,-1.0,-1
2021-08-18 00:30:00,1.17106,1.171245,1.17103,1.17108,-1,-1.0,-1
2021-08-18 00:40:00,1.17108,1.171115,1.17107,1.171075,-1,-1.0,-1
2021-08-18 00:50:00,1.171075,1.17126,1.17098,1.17116,-1,-1.0,-1
2021-08-18 01:00:00,1.17116,1.17117,1.17085,1.170875,-1,-1.0,-1
2021-08-18 01:10:00,1.170875,1.170925,1.17053,1.170575,-1,-1.0,-1
2021-08-18 01:20:00,1.170575,1.170575,1.1702,1.17024,-1,-1.0,-1
2021-08-18 01:30:00,1.17024,1.170635,1.17024,1.17058,-1,-1.0,-1
2021-08-18 01:40:00,1.17058,1.17078,1.170575,1.17078,-1,-1.0,-1
2021-08-18 01:50:00,1.17078,1.170805,1.17041,1.17058,-1,-1.0,-1
2021-08-18 02:00:00,1.17058,1.170695,1.17053,1.170685,-1,-1.0,-1
2021-08-18 02:10:00,1.170685,1.17072,1.17058,1.17059,-1,-1.0,-1
2021-08-18 02:20:00,1.17059,1.170875,1.17059,1.170875,-1,-1.0,-1
2021-08-18 02:30:00,1.170875,1.17088,1.170735,1.170815,-1,-1.0,-1
2021-08-18 02:40:00,1.170815,1.17094,1.170815,1.170875,-1,-1.0,-1
2021-08-18 02:50:00,1.170875,1.170965,1.17084,1.170945,-1,-1.0,-1
2021-08-18 03:00:00,1.170945,1.171215,1.170765,1.17119,-1,-1.0,-1
2021-08-18 03:10:00,1.17119,1.171325,1.17107,1.171305,-1,-1.0,-1
2021-08-18 03:20:00,1.171305,1.171345,1.17116,1.17125,-1,-1.0,-1
2021-08-18 03:30:00,1.17125,1.17125,1.17106,1.171125,-1,-1.0,-1
2021-08-18 03:40:00,1.171125,1.171125,1.17095,1.17107,-1,-1.0,-1
2021-08-18 03:50:00,1.17107,1.17124,1.17096,1.17122,-1,-1.0,-1
2021-08-18 04:00:00,1.17122,1.17137,1.17108,1.17127,-1,-1.0,-1
2021-08-18 04:10:00,1.17127,1.17146,1.17125,1.171255,-1,-1.0,-1
2021-08-18 04:20:00,1.171255,1.171485,1.171205,1.171415,-1,-1.0,-1
2021-08-18 04:30:00,1.171415,1.17154,1.171225,1.17131,-1,-1.0,-1
2021-08-18 04:40:00,1.17131,1.171525,1.17117,1.17151,-1,-1.0,-1
2021-08-18 04:50:00,1.17151,1.17177,1.17147,1.171645,-1,-1.0,-1
2021-08-18 05:00:00,1.171645,1.17166,1.17102,1.17166,-1,-1.0,-1
2021-08-18 05:10:00,1.17166,1.171755,1.171535,1.17166,-1,-1.0,-1
